$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
1166$Bipolar Depression$3/28/2009 12:40:13 AM$Reviewer: 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $3$2$4$I have been more depressed with the medication and ive told my doctor and he just raises my dosage each time.I feel way to slowed down.
1167$Bipolar Depression$3/27/2009 4:40:09 PM$Reviewer: scinbl, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $4$3$4$Currently at 400mg; taken in evening.  Provider changed dose to 700mg; 3 taken in the morning 4 at night.  Taken in the morning had sever side effects including double vision and extrem nausia.  Back at 400mg in the evening, and no side effects.
1170$Bipolar Depression$3/25/2009 12:39:06 AM$Reviewer: chrissy26, 25-34 Female  on Treatment for 1 to 6 months (Patient) $3$3$5$
1171$Bipolar Depression$3/24/2009 10:23:41 AM$Reviewer: mamabear27, 25-34 Female  on Treatment for 1 to 6 months (Patient) $5$5$3$I started with 25mgs of lamictal and am now taking 100mg.I feel the best I've ever felt.I suffer from 4 disorders and taking 3 different meds,lamictal,wellbutrin,and zoloft.They all work wonders.WOW I'M BACK!
1174$Bipolar Depression$3/18/2009 12:16:21 PM$Reviewer:  Male  on Treatment for 2 to less than 5 years (Caregiver) $2$3$2$
1175$Bipolar Depression$3/18/2009 11:24:37 AM$Reviewer: 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $4$4$4$
1177$Bipolar Depression$3/15/2009 7:43:46 PM$Reviewer: 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$
1178$Bipolar Depression$3/15/2009 12:12:14 AM$Reviewer: 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$"Wanted to post that I've done great, like the other comment ""I feel normal"" when on lamictal. ONE NOTE I wanted to add: Recently my Dr. added ""Deplin"" which is Folic Acid - pharmacy grade - as I told him I was starting to not recall the right words, or little wierd things like that. He said that Lamictal can reduce Folic Acid.. So may want to supplement with that!! I am back to feeling real fine."
1179$Bipolar Depression$3/14/2009 2:54:34 AM$Reviewer: over the top, 35-44 Female  on Treatment for 1 to 6 months (Caregiver) $3$2$5$My daughter is taking 50mg of generic lamictal  and she is very aggressive and angry all the time. She has been c/o of headaches as well. With a higher dose will that take away the anger and irritability?
1180$Bipolar Depression$3/12/2009 2:28:59 PM$Reviewer: [email protected], 45-54 Female  on Treatment for less than 1 month (Patient) $1$1$1$I,m reading that this medication is used for seizers epilepcy ect........ can this medication be used for  bipoliar disorder.I  have npt tried the medication yet starting today.
1182$Bipolar Depression$3/10/2009 3:13:02 PM$Reviewer: hme, 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $5$5$5$"This is my second time on this drug. When I stopped taking it the first time my aggitation went through the roof. It did take a few weeks back on it and reaching 150 mg a day to feel stable again. All I can say is that with it I feel like a ""normal"" person and life is so much more enjoyable without the fog that I always felt like I was in with antidepressants and I am taking the Lamictol alone. I have switched to the generic and have had no problems with it at all. "
1183$Bipolar Depression$3/8/2009 5:33:33 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $1$1$5$
1184$Bipolar Depression$3/6/2009 8:20:26 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$4$
1185$Bipolar Depression$3/6/2009 2:40:17 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$4$i started on 25mg of Lamictal after being treated for PPD and having extreme rapid-cycle manic episodes on Wellbutrin. i was diagnosed with bipolar 2 and ADHD-I. i am up to 100mg of Lamictal for the BP and 50mg Zoloft for the ADHD and i am much better, not nearly as angry and unpleasant as i had been.  however, i am quite lethargic on this higher dose.  i am glad i finally figured this out, my quality of life has improved immensely.
1190$Bipolar Depression$3/1/2009 9:57:05 AM$Reviewer: Me, 45-54 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$"I was diagnosed Bipolar- II almost two years ago.Lamictal and Zoloft were the first drugs that were prescribed for me. I never felt right on the Zoloft or any SSRI or SNRI for that matter. I got up to the 300mg doses of lamictal and felt it had stopped being as effective as it was in the beginning. This took 1/2 year to poop out. I then started looking for alternatives as my Doc. at the time just wanted me to slowly increase lamictal, yet I felt I needed another med. Well, I went back to my first Doc. that diagnosed me, and tried different meds., but after reading a book called Bi-polar II, from the library I found that the gold standard, for Bi-polar is Lithium Carbonate ER. So I suggested this to my doc. and I have been taking it along with 150mg Lamictal for less than a week. I tell you, I have felt some calmness, and peace with the Lithium add-on already and look forward to more. She only started me at 300mg twice a day. We will do bloodwork soon to see if I need an increase for the theraputic level. I just wanted to pass this along to others, as lithium was the first med. available to treat bipolar and sometimes docs. go with the newer meds. that the drug companies produce. It may have side effects, check them out with your doc. So far though I have been excercising 30min. a day and cutting out gluten and sugars, eating more good carbs. and protein, no weight gain yet. I tell you the side effects may be so minimal for me that I don't feel anything but benefit for Lithium so far. I'll keep you posted.
I am in therapy every two weeks,working part-time, and have a great marriage with two great teenage girls. It isn't easy to make it trough each day, sometimes I force myself to sit back and be thankful for what I do have and have managed to keep up with considering my mental health and lack of sleep, (getting better). Thank you for all of your messages on Web MD, I have read many."
1192$Bipolar Depression$2/26/2009 9:40:33 PM$Reviewer: pitsy, 45-54 Female  on Treatment for 1 to 6 months (Patient) $3$3$5$I just wish we (myself and my counselor) could get to the right dose for me.
1196$Bipolar Depression$2/23/2009 4:50:29 AM$Reviewer: daffodille_2001, 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$1$5$I was placed on Lamictal after an allergic reaction to Depakote. It worked wonders in the beginning until a few weeks after I started, I was hit with such a severe migraine I couldn't move or even speak. 
1197$Bipolar Depression$2/22/2009 3:34:56 PM$Reviewer: liz, 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I was put on this medication 3 years ago and counting. It has been God's gift to my ability to work as a normal human being and have a balanced life.
1199$Bipolar Depression$2/18/2009 2:07:27 PM$Reviewer: $5$5$5$"Been on Lamictal for 2 years and it has worked wonders for me in controlling my mood swings. Was switched to the generic and it did not work and my migraines increased. Back on the name brand and feeling great.
"
1200$Bipolar Depression$2/17/2009 11:14:50 PM$Reviewer: 19-24 Female  on Treatment for 1 to 6 months (Patient) $1$1$3$when aggitatied burst of uncontrolable burst of anger and rage wanting to hurt someone .
1201$Bipolar Depression$2/17/2009 8:07:13 PM$Reviewer: 7-12 Male  on Treatment for 1 to less than 2 years (Caregiver) $3$1$4$my son was put on this med for mood swings he is 11 yrs old and he started at 25 and over a year maybe a yr and a half but he ended up being on 100mg well he started breaking out in a rash was diagnosed with several different things and I decided I was going to take him off this medication and see what happened almost 2 weeks after we stopped this his rash cleared up and this was not the stephens johnson that they say you will breakout with this was called pleva so my advise to anyone that has any kind of rash stop this medicine. 
1203$Bipolar Depression$2/11/2009 9:16:03 AM$Reviewer: minibd, 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$5$I have been on the brand name lamictal now for four months. I began at 25 mg and have since moved up to 100 mg daily, a dose that I have been on for just over a month now.  I also take 150 mg Wellbutrin daily.  This combination seems to be working for me.  This is the first medication I have ever taken that has not given me side effects and that in itself makes a wonder drug for me!!  Taking this medication in conjunction with cognitive therapy is now a lifestyle for me and has improved my quality of life dramatically.  I experienced slight weight gain after the first month, but have since been able to maintain my weight through diet and exercise, something i was unable to do while on prozac (which caused horrible weight gain for me).  Both the generic and brand name lamictal are expensive.  if you do not have prescription insurance, go to www.bridgestoaccess.com and see if you qualify for GSK's help.  I qualified and now receive the brand name for free.  This program also includes many other GSK drugs so it is well worth looking into. (I receive my wellbutrin for free as well).  I wish others much success in their endeavour to maintain their bipolar disorder as well.
